Gene	log10_ci_low	log10_ci_high	log10_map	group	group2	Ensembl_transcript_id
RSL1D1	-6.13366941	-2.04547559	-2.99605698	Autosome	Autosome	ENST00000571133
RSL24D1	-1.48327844	-0.09315839	-0.64316812	Autosome	Autosome	ENST00000260443
RSPH1	-6.0783102	-2.18571856	-3.39901941	Autosome	Autosome	ENST00000291536
RSPH10B	-6.17469985	-2.19495632	-3.67386167	Autosome	Autosome	ENST00000405415
RSPH10B2	-6.11854269	-2.03014167	-3.32570987	Autosome	Autosome	ENST00000403107
RSPH3	-6.11049264	-2.15993054	-3.70027505	Autosome	Autosome	ENST00000252655
RSPH4A	-6.08589246	-2.03270319	-3.34040446	Autosome	Autosome	ENST00000229554
RSPH6A	-6.14400107	-2.16193789	-3.5103538	Autosome	Autosome	ENST00000221538
RSPH9	-5.73456384	-0.94286345	-1.66844907	Autosome	Autosome	ENST00000372165
RSPO1	-6.12668377	-1.91418819	-3.19361678	Autosome	Autosome	ENST00000356545
RSPO2	-1.34821818	-0.09275591	-0.65165237	Autosome	Autosome	ENST00000276659
RSPO3	-4.68585288	-1.06226611	-1.7074448	Autosome	Autosome	ENST00000356698
RSPO4	-6.18087228	-2.12686	-3.37188018	Autosome	Autosome	ENST00000217260
RSPRY1	-1.32293158	-0.27142569	-0.81282604	Autosome	Autosome	ENST00000537866
RSRC1	-6.1289428	-2.09939669	-2.87983997	Autosome	Autosome	ENST00000295930
RSRC2	-1.04989333	-0.06958586	-0.4839364	Autosome	Autosome	ENST00000331738
RSU1	-6.07961685	-1.71256625	-2.43874152	Autosome	Autosome	ENST00000377921
RTBDN	-6.17085695	-2.1916116	-3.80173472	Autosome	Autosome	ENST00000322912
RTCA	-4.1274353	-0.94880523	-1.62644449	Autosome	Autosome	ENST00000260563
RTCB	-4.94169761	-1.28576344	-1.85953178	Autosome	Autosome	ENST00000216038
RTDR1	-5.92606267	-1.03962363	-1.72098096	Autosome	Autosome	ENST00000216036
RTEL1	-3.12288484	-1.47482104	-1.95291502	Autosome	Autosome	ENST00000508582
RTF1	-1.01958116	-0.06844784	-0.44002508	Autosome	Autosome	ENST00000389629
RTFDC1	-2.19545502	-0.54604302	-1.33733875	Autosome	Autosome	ENST00000023939
RTKN	-5.97307509	-1.74824971	-2.48763165	Autosome	Autosome	ENST00000272430
RTKN2	-6.01538516	-1.97089402	-2.67555627	Autosome	Autosome	ENST00000373789
RTL1	-2.32034009	-1.06165781	-1.56444974	Autosome	Autosome	ENST00000534062
RTN1	-1.55140679	-0.33813474	-0.93016657	Autosome	Autosome	ENST00000267484
RTN2	-1.2780031	-0.26420041	-0.78672793	Autosome	Autosome	ENST00000245923
RTN3	-2.75505634	-1.13184522	-1.64432392	Autosome	Autosome	ENST00000377819
RTN4	-2.00746785	-1.01857062	-1.4601734	Autosome	Autosome	ENST00000337526
RTN4IP1	-6.19225921	-2.30587114	-3.56327197	Autosome	Autosome	ENST00000369063
RTN4R	-1.66763587	-0.07342125	-0.76087019	Autosome	Autosome	ENST00000043402
RTN4RL1	-2.22052393	-0.01039209	-0.83656042	Autosome	Autosome	ENST00000331238
RTN4RL2	-1.58874938	-0.08431955	-0.7738996	Autosome	Autosome	ENST00000335099
RTP1	-1.68441257	-0.06695179	-0.76051691	Autosome	Autosome	ENST00000312295
RTP2	-6.13622422	-1.67926537	-2.60552821	Autosome	Autosome	ENST00000358241
RTP3	-5.99381123	-0.17966495	-1.1038117	Autosome	Autosome	ENST00000296142
RTP4	-5.95119338	-0.17254516	-1.13099299	Autosome	Autosome	ENST00000259030
RTTN	-2.76567667	-1.63527924	-2.01059259	Autosome	Autosome	ENST00000255674
RUFY1	-4.24828075	-1.22841099	-1.87503458	Autosome	Autosome	ENST00000319449
RUFY2	-2.26405836	-1.3441694	-1.67594958	Autosome	Autosome	ENST00000388768
RUFY3	-1.63731199	-0.80630473	-1.24044479	Autosome	Autosome	ENST00000381006
RUFY4	-6.18505492	-2.25522855	-3.8357022	Autosome	Autosome	ENST00000374155
RUNDC1	-2.17609578	-0.77446828	-1.40922172	Autosome	Autosome	ENST00000361677
RUNDC3A	-1.69069671	-0.34183443	-1.05298913	Autosome	Autosome	ENST00000426726
RUNDC3B	-4.01962689	-1.09676477	-1.70216166	Autosome	Autosome	ENST00000338056
RUNX1	-2.00924096	-0.7861179	-1.37663142	Autosome	Autosome	ENST00000300305
RUNX2	-1.70240148	-0.55479371	-1.21128114	Autosome	Autosome	ENST00000371438
RUNX3	-1.33506188	-0.09579973	-0.69082134	Autosome	Autosome	ENST00000399916
RUSC1	-1.58761481	-0.51420617	-1.10755802	Autosome	Autosome	ENST00000368352
RUSC2	-1.31100506	-0.51176522	-0.94119211	Autosome	Autosome	ENST00000455600
RUVBL1	-1.13186769	-0.08069026	-0.57342968	Autosome	Autosome	ENST00000322623
RUVBL2	-1.15131062	-0.07852566	-0.53813281	Autosome	Autosome	ENST00000595090
RWDD1	-1.72862547	-0.06448648	-0.77306147	Autosome	Autosome	ENST00000466444
RWDD2A	-6.17526146	-2.10133948	-3.62023763	Autosome	Autosome	ENST00000369724
RWDD2B	-6.2486702	-2.34776427	-3.69936021	Autosome	Autosome	ENST00000493196
RWDD3	-5.99983177	-1.24875209	-1.88206117	Autosome	Autosome	ENST00000370202
RWDD4	-5.92211137	-1.25868521	-1.86645645	Autosome	Autosome	ENST00000326397
RXFP1	-6.15062507	-2.21119853	-3.59987933	Autosome	Autosome	ENST00000307765
RXFP2	-6.12712851	-2.17194475	-3.52036489	Autosome	Autosome	ENST00000298386
RXFP3	-6.13393123	-1.88803561	-3.36110144	Autosome	Autosome	ENST00000330120
RXFP4	-5.44449264	-0.2807441	-1.30160034	Autosome	Autosome	ENST00000368318
RXRA	-1.3309782	-0.09387298	-0.63098395	Autosome	Autosome	ENST00000481739
RXRB	-1.54895414	-0.33439498	-0.94743987	Autosome	Autosome	ENST00000374685
RXRG	-1.42500839	-0.30140874	-0.89755925	Autosome	Autosome	ENST00000359842
RYBP	-6.12828177	-1.7171943	-2.47435911	Autosome	Autosome	ENST00000477973
RYK	-1.16379509	-0.08122295	-0.51759013	Autosome	Autosome	ENST00000296084
RYR1	-1.90321076	-1.52874016	-1.70043035	Autosome	Autosome	ENST00000359596
RYR2	-1.39187949	-1.04326982	-1.21256821	Autosome	Autosome	ENST00000366574
RYR3	-1.49757216	-1.12680728	-1.31335483	Autosome	Autosome	ENST00000389232
S100A1	-6.20478022	-1.85006224	-3.44966512	Autosome	Autosome	ENST00000292169
S100A10	-6.04964293	-0.23342665	-1.17210098	Autosome	Autosome	ENST00000368811
S100A11	-6.22422811	-2.25968721	-4.22003682	Autosome	Autosome	ENST00000271638
S100A12	-6.11799816	-0.25689757	-1.1238366	Autosome	Autosome	ENST00000368737
S100A13	-5.8726385	-0.12888643	-1.07241207	Autosome	Autosome	ENST00000368699
S100A14	-5.66950627	-0.0561071	-0.99067676	Autosome	Autosome	ENST00000368702
S100A3	-5.87217294	-0.13771863	-1.08865065	Autosome	Autosome	ENST00000368713
S100A5	-6.17514248	-1.42756569	-2.68695534	Autosome	Autosome	ENST00000368718
S100A6	-6.0426168	-0.21364821	-1.14967571	Autosome	Autosome	ENST00000368720
S100A7	-6.15654645	-0.29662428	-1.20740397	Autosome	Autosome	ENST00000368723
S100A7A	-6.12976792	-0.28991913	-1.22185849	Autosome	Autosome	ENST00000368729
S100A7L2	-6.01977704	-0.22191361	-1.1638762	Autosome	Autosome	ENST00000368725
S100A8	-6.12746234	-0.24956192	-1.21073757	Autosome	Autosome	ENST00000368733
S100A9	-6.14590334	-0.27054141	-1.19245578	Autosome	Autosome	ENST00000368738
S100B	-6.1936791	-1.47070641	-2.4349971	Autosome	Autosome	ENST00000291700
S100G	-5.71333863	-0.16045948	-0.93907653	non-par X	X (Other non-PAR)	ENST00000380200
S100P	-6.20356776	-0.76897851	-1.68138839	Autosome	Autosome	ENST00000296370
S100PBP	-1.24962093	-0.0905457	-0.58895819	Autosome	Autosome	ENST00000373475
S1PR1	-1.59429689	-0.08014613	-0.73140634	Autosome	Autosome	ENST00000305352
S1PR2	-6.07033988	-1.48280915	-2.1356452	Autosome	Autosome	ENST00000590320
S1PR3	-4.59618618	-0.00419668	-0.89102305	Autosome	Autosome	ENST00000375846
S1PR4	-5.94244277	-0.82889837	-1.62730719	Autosome	Autosome	ENST00000246115
S1PR5	-6.10673221	-1.14547911	-2.05198314	Autosome	Autosome	ENST00000439028
SAA1	-6.13737169	-1.68666342	-2.53078448	Autosome	Autosome	ENST00000405158
SAA2	-6.18830307	-1.95483824	-3.29507516	Autosome	Autosome	ENST00000526900
SAA4	-5.70047747	-0.0598354	-1.02743092	Autosome	Autosome	ENST00000278222
SAAL1	-6.09714715	-2.17563565	-3.3725505	Autosome	Autosome	ENST00000524803
SACM1L	-2.59689272	-1.31036423	-1.73149406	Autosome	Autosome	ENST00000389061
SACS	-1.92705262	-1.4737842	-1.66705689	Autosome	Autosome	ENST00000382298
SAE1	-1.30096441	-0.09318664	-0.56904383	Autosome	Autosome	ENST00000270225
SAFB	-0.94945603	-0.06062711	-0.40363695	Autosome	Autosome	ENST00000588852
SAFB2	-1.72877684	-0.98862776	-1.37331443	Autosome	Autosome	ENST00000252542
SAG	-6.16611211	-2.27288471	-3.65430401	Autosome	Autosome	ENST00000409110
SAGE1	-5.80972302	-1.86074669	-2.66989649	non-par X	X (Other non-PAR)	ENST00000535938
SALL1	-1.30451357	-0.26712895	-0.77225963	Autosome	Autosome	ENST00000251020
SALL2	-4.54032009	-1.18513801	-1.77427062	Autosome	Autosome	ENST00000327430
SALL3	-6.19086203	-2.31799476	-3.6341076	Autosome	Autosome	ENST00000537592
SALL4	-1.02595564	-0.06444158	-0.46220592	Autosome	Autosome	ENST00000217086
SAMD1	-5.72968312	-0.94056645	-1.67517624	Autosome	Autosome	ENST00000533683
SAMD10	-6.06159915	-1.34335515	-1.98473711	Autosome	Autosome	ENST00000369886
SAMD11	-5.93186522	-1.6647387	-2.29658751	Autosome	Autosome	ENST00000342066
SAMD12	-5.45599947	-0.85753325	-1.60943883	Autosome	Autosome	ENST00000314727
SAMD13	-6.08723977	-0.92647148	-1.71059243	Autosome	Autosome	ENST00000370673
SAMD14	-3.73588106	-1.04181045	-1.66620803	Autosome	Autosome	ENST00000503131
SAMD15	-6.16657452	-2.16369639	-3.25950962	Autosome	Autosome	ENST00000216471
SAMD3	-6.04882866	-2.07415511	-3.08798204	Autosome	Autosome	ENST00000368134
SAMD4A	-1.45254342	-0.46323847	-1.00471403	Autosome	Autosome	ENST00000392067
SAMD4B	-1.06880155	-0.07196081	-0.50746834	Autosome	Autosome	ENST00000314471
SAMD5	-6.1370774	-1.3042883	-3.60627284	Autosome	Autosome	ENST00000367474
SAMD7	-6.1208723	-2.0666105	-3.41629906	Autosome	Autosome	ENST00000428432
SAMD8	-2.0872745	-0.92969771	-1.44951521	Autosome	Autosome	ENST00000542569
SAMD9	-5.98594651	-2.01037972	-3.15271617	Autosome	Autosome	ENST00000379958
SAMD9L	-5.95165259	-2.14319263	-2.99945712	Autosome	Autosome	ENST00000318238
SAMHD1	-5.94275301	-1.86180734	-2.46958299	Autosome	Autosome	ENST00000262878
SAMM50	-3.66022365	-1.14882331	-1.71759525	Autosome	Autosome	ENST00000350028
SAMSN1	-5.48522654	-1.24658831	-1.84296269	Autosome	Autosome	ENST00000285670
SAP130	-1.14697269	-0.21211971	-0.6950944	Autosome	Autosome	ENST00000357702
SAP18	-6.20461308	-2.20379226	-3.78394838	Autosome	Autosome	ENST00000382533
SAP25	-5.66328807	-0.05020885	-0.99576125	Autosome	Autosome	ENST00000538735
SAP30	-5.46068445	-0.34361798	-1.35303109	Autosome	Autosome	ENST00000296504
SAP30BP	-6.18431265	-2.26469837	-3.2335163	Autosome	Autosome	ENST00000584667
SAP30L	-2.28990642	-0.49130156	-1.32262996	Autosome	Autosome	ENST00000297109
SAPCD1	-6.10965747	-2.20169548	-3.15754326	Autosome	Autosome	ENST00000415669
SAPCD2	-2.52723451	-0.47029583	-1.3613884	Autosome	Autosome	ENST00000409687
SAR1A	-3.33449475	-0.00748637	-0.81274954	Autosome	Autosome	ENST00000373242
SAR1B	-6.05938382	-1.65126858	-2.25170953	Autosome	Autosome	ENST00000402673
SARDH	-5.95259512	-2.04961221	-2.91497501	Autosome	Autosome	ENST00000371872
SARM1	-6.19786415	-2.29409586	-3.67037196	Autosome	Autosome	ENST00000457710
SARNP	-1.37693129	-0.09779489	-0.68866976	Autosome	Autosome	ENST00000336133
SARS	-1.07301068	-0.07142194	-0.5148182	Autosome	Autosome	ENST00000234677
SARS2	-3.18654601	-1.14864496	-1.71472859	Autosome	Autosome	ENST00000600042
SART1	-1.32486812	-0.40777717	-0.88477982	Autosome	Autosome	ENST00000312397
SART3	-1.67173836	-1.03288305	-1.36486217	Autosome	Autosome	ENST00000228284
SASH1	-1.48172258	-0.70865517	-1.09832293	Autosome	Autosome	ENST00000367467
SASH3	-1.23769226	-0.05988411	-0.49748175	non-par X	X (Other non-PAR)	ENST00000356892
SASS6	-2.34570363	-1.2530292	-1.65106701	Autosome	Autosome	ENST00000287482
SAT1	-4.00747165	-0.00500618	-0.68095031	non-par X	X (Other non-PAR)	ENST00000379270
SAT2	-6.08622026	-1.45463365	-2.22919037	Autosome	Autosome	ENST00000269298
SATB1	-1.79285888	-1.01207567	-1.40412852	Autosome	Autosome	ENST00000417717
SATB2	-1.05833095	-0.0674906	-0.47933934	Autosome	Autosome	ENST00000417098
SATL1	-6.04043597	-2.26133487	-3.8442366	non-par X	X (Other non-PAR)	ENST00000509231
SAV1	-2.07268785	-1.02287293	-1.48669202	Autosome	Autosome	ENST00000324679
SAYSD1	-6.12464532	-2.00439094	-3.76262837	Autosome	Autosome	ENST00000229903
SBDS	-6.18379886	-2.42670616	-3.63416752	Autosome	Autosome	ENST00000246868
SBF1	-1.5564655	-0.99429404	-1.28769355	Autosome	Autosome	ENST00000380817
SBF2	-1.81015148	-1.34686555	-1.56535075	Autosome	Autosome	ENST00000256190
SBK1	-2.79574718	-0.00665636	-0.83253869	Autosome	Autosome	ENST00000341901
SBK2	-6.13044782	-1.74634575	-3.18489981	Autosome	Autosome	ENST00000413299
SBNO1	-0.7869248	-0.04254654	-0.33126066	Autosome	Autosome	ENST00000420886
SBNO2	-3.06207624	-1.30189224	-1.82856981	Autosome	Autosome	ENST00000361757
SBSN	-5.99662065	-1.64916069	-2.23743955	Autosome	Autosome	ENST00000452271
SBSPON	-6.1209437	-1.9838282	-2.77101472	Autosome	Autosome	ENST00000297354
SC5D	-5.85345418	-1.19540064	-1.80189214	Autosome	Autosome	ENST00000264027
SCAF1	-1.02305657	-0.06533371	-0.46627156	Autosome	Autosome	ENST00000360565
SCAF11	-1.32361178	-0.51830707	-0.94499262	Autosome	Autosome	ENST00000369367
SCAF4	-0.84792473	-0.04885765	-0.38099999	Autosome	Autosome	ENST00000286835
SCAF8	-0.82127591	-0.04813746	-0.34908149	Autosome	Autosome	ENST00000367178
SCAI	-1.33034785	-0.40484813	-0.88967492	Autosome	Autosome	ENST00000373549
SCAMP1	-1.4420207	-0.09703766	-0.68559888	Autosome	Autosome	ENST00000538629
SCAMP2	-2.58113645	-0.72966262	-1.45518364	Autosome	Autosome	ENST00000268099
SCAMP3	-5.83537671	-1.48551145	-2.05463063	Autosome	Autosome	ENST00000302631
SCAMP4	-6.10066685	-1.71264198	-2.68163933	Autosome	Autosome	ENST00000316097
SCAMP5	-1.67164742	-0.06723178	-0.78541128	Autosome	Autosome	ENST00000361900
SCAND1	-5.96597287	-0.16727938	-1.11816551	Autosome	Autosome	ENST00000373991
SCAND3	-4.36863695	-1.28755352	-1.93951077	Autosome	Autosome	ENST00000452236
SCAP	-2.14865584	-1.35303562	-1.65299359	Autosome	Autosome	ENST00000265565
SCAPER	-2.12435043	-1.48554146	-1.73051458	Autosome	Autosome	ENST00000563290
SCARA3	-5.25233649	-1.19937169	-1.80060305	Autosome	Autosome	ENST00000301904
SCARA5	-5.52467605	-1.22499361	-1.83378696	Autosome	Autosome	ENST00000354914
SCARB1	-5.37292715	-1.19662343	-1.7883716	Autosome	Autosome	ENST00000261693
SCARB2	-3.89673662	-1.02843779	-1.658368	Autosome	Autosome	ENST00000264896
SCARF1	-4.95945653	-1.25295329	-1.93909117	Autosome	Autosome	ENST00000263071
SCARF2	-1.6078314	-0.53307685	-1.12971629	Autosome	Autosome	ENST00000266214
SCCPDH	-6.07672341	-2.07653858	-3.12254415	Autosome	Autosome	ENST00000366510
SCD	-1.40291459	-0.0955519	-0.71117079	Autosome	Autosome	ENST00000370355
SCD5	-5.88320299	-1.30428463	-1.8849742	Autosome	Autosome	ENST00000319540
SCEL	-6.10848852	-2.19649198	-3.33294438	Autosome	Autosome	ENST00000349847
SCFD1	-1.61250169	-0.79287999	-1.21071935	Autosome	Autosome	ENST00000458591
SCFD2	-6.01383402	-1.70968349	-2.42099109	Autosome	Autosome	ENST00000401642
SCG2	-1.74166343	-0.55114163	-1.21380026	Autosome	Autosome	ENST00000305409
SCG3	-1.55283104	-0.32964668	-0.9799982	Autosome	Autosome	ENST00000220478
SCG5	-6.08458432	-1.75661115	-2.39394562	Autosome	Autosome	ENST00000300175
SCGB1C1	-6.21672301	-2.24671934	-4.27813503	Autosome	Autosome	ENST00000342878
SCGB1D2	-5.78461355	-0.10073124	-1.04001029	Autosome	Autosome	ENST00000244926
SCGB1D4	-5.82139856	-0.10949054	-1.0287193	Autosome	Autosome	ENST00000358585
SCGB2A1	-5.92113484	-0.1678782	-1.09699358	Autosome	Autosome	ENST00000244930
SCGB2A2	-5.7586632	-0.09184115	-1.03013848	Autosome	Autosome	ENST00000227918
SCGB3A1	-6.10019613	-0.24394931	-1.19773544	Autosome	Autosome	ENST00000292641
SCGB3A2	-5.94175074	-0.16752526	-1.0847	Autosome	Autosome	ENST00000296694
SCGN	-5.92234661	-1.38245737	-2.09365321	Autosome	Autosome	ENST00000377961
SCHIP1	-1.4235698	-0.09247628	-0.64294444	Autosome	Autosome	ENST00000445224
SCIMP	-6.11270909	-1.62598016	-2.67854103	Autosome	Autosome	ENST00000574081
SCIN	-6.1322818	-2.20441962	-3.59478885	Autosome	Autosome	ENST00000297029
SCLT1	-6.08704285	-2.04230604	-3.15395272	Autosome	Autosome	ENST00000281142
SCLY	-6.01584016	-1.73736948	-2.57540643	Autosome	Autosome	ENST00000254663
SCMH1	-1.73822539	-0.84794119	-1.33076728	Autosome	Autosome	ENST00000402904
SCML1	-1.464273	-0.0495729	-0.58681364	non-par X	X (Other non-PAR)	ENST00000380041
SCML2	-1.11833483	-0.05617847	-0.43589376	non-par X	X (Other non-PAR)	ENST00000251900
SCML4	-6.06299785	-1.86411692	-2.81288236	Autosome	Autosome	ENST00000369020
SCN10A	-5.67111112	-1.82239557	-2.91579445	Autosome	Autosome	ENST00000449082
SCN11A	-4.60901913	-1.54593456	-2.24166086	Autosome	Autosome	ENST00000302328
SCN1A	-0.87282641	-0.13655965	-0.47354015	Autosome	Autosome	ENST00000303395
SCN1B	-5.51224521	-0.02142348	-0.97188538	Autosome	Autosome	ENST00000415950
SCN2A	-0.94070856	-0.14976497	-0.52219613	Autosome	Autosome	ENST00000357398
SCN2B	-6.03258171	-0.99385509	-1.7379344	Autosome	Autosome	ENST00000278947
SCN3A	-1.32320579	-0.65793141	-1.00747519	Autosome	Autosome	ENST00000283254
SCN3B	-1.50875148	-0.09087854	-0.7173539	Autosome	Autosome	ENST00000392770
SCN4A	-5.95394574	-1.98877514	-3.2220562	Autosome	Autosome	ENST00000435607
SCN4B	-6.21233229	-2.09100298	-3.53768823	Autosome	Autosome	ENST00000324727
SCN5A	-1.69212085	-1.17083764	-1.43456714	Autosome	Autosome	ENST00000413689
SCN7A	-6.22315404	-2.83361432	-4.88582476	Autosome	Autosome	ENST00000409855
SCN8A	-1.56009617	-0.99487724	-1.28132935	Autosome	Autosome	ENST00000354534
SCN9A	-5.22060878	-1.61128293	-2.36937784	Autosome	Autosome	ENST00000409672
SCNM1	-6.0143551	-1.74855614	-2.56580853	Autosome	Autosome	ENST00000368905
SCNN1A	-3.131469	-1.23848801	-1.80033169	Autosome	Autosome	ENST00000360168
SCNN1B	-4.41045911	-1.2528666	-1.81209465	Autosome	Autosome	ENST00000343070
SCNN1D	-6.15814361	-2.23103706	-3.3991608	Autosome	Autosome	ENST00000379116
SCNN1G	-1.68772365	-0.71825299	-1.21871935	Autosome	Autosome	ENST00000300061
SCO1	-3.69506385	-0.4078048	-1.37940846	Autosome	Autosome	ENST00000255390
SCO2	-6.13373492	-1.82013555	-2.46856993	Autosome	Autosome	ENST00000543927
SCP2	-6.17300982	-2.26247645	-3.48026075	Autosome	Autosome	ENST00000371514
SCP2D1	-6.21726342	-1.87785383	-4.17727998	Autosome	Autosome	ENST00000377428
SCPEP1	-6.06713772	-2.07402601	-3.78395491	Autosome	Autosome	ENST00000262288
SCRG1	-5.93360801	-0.14895903	-1.08042358	Autosome	Autosome	ENST00000296506
SCRIB	-1.65205888	-0.98932603	-1.33434964	Autosome	Autosome	ENST00000356994
SCRN1	-5.44707311	-0.96096227	-1.65705738	Autosome	Autosome	ENST00000434476
SCRN2	-6.18766891	-2.30117633	-3.78976843	Autosome	Autosome	ENST00000290216
SCRN3	-6.16014993	-2.05131769	-4.35895254	Autosome	Autosome	ENST00000272732
SCRT1	-4.51654994	-0.00611487	-0.88172016	Autosome	Autosome	ENST00000332135
SCRT2	-3.62341549	-0.00587027	-0.86233532	Autosome	Autosome	ENST00000246104
SCTR	-6.0244321	-2.007066	-3.03378086	Autosome	Autosome	ENST00000019103
SCUBE1	-1.44309105	-0.59086101	-1.01229647	Autosome	Autosome	ENST00000360835
SCUBE2	-5.94727642	-2.05895222	-2.78190316	Autosome	Autosome	ENST00000520467
SCUBE3	-0.90361825	-0.05368702	-0.40113199	Autosome	Autosome	ENST00000274938
SCYL1	-2.03919398	-1.22340341	-1.56665955	Autosome	Autosome	ENST00000270176
SCYL2	-1.90618558	-1.10992738	-1.47614419	Autosome	Autosome	ENST00000360820
SCYL3	-4.87069313	-1.33930907	-1.90693031	Autosome	Autosome	ENST00000367772
SDAD1	-3.1057255	-1.42472636	-1.8653333	Autosome	Autosome	ENST00000356260
SDC1	-5.99707011	-1.26296753	-1.94556528	Autosome	Autosome	ENST00000381150
SDC2	-5.31588967	-0.25031676	-1.2847402	Autosome	Autosome	ENST00000302190
SDC3	-2.30920143	-0.00683883	-0.81734427	Autosome	Autosome	ENST00000339394
SDC4	-6.21437278	-2.32077021	-3.5455365	Autosome	Autosome	ENST00000372733
SDCBP	-6.08889713	-1.59374668	-2.2025008	Autosome	Autosome	ENST00000260130
SDCBP2	-6.17880253	-2.50077963	-4.71644423	Autosome	Autosome	ENST00000360779
SDCCAG3	-6.10682556	-1.9871752	-2.97454154	Autosome	Autosome	ENST00000357365
SDCCAG8	-6.03254502	-1.95382823	-2.62904713	Autosome	Autosome	ENST00000366541
SDE2	-5.78052154	-1.53386846	-2.1100716	Autosome	Autosome	ENST00000272091
SDF2	-5.36045714	-0.5840704	-1.47467453	Autosome	Autosome	ENST00000247020
SDF2L1	-4.34300904	-0.00212076	-0.89809318	Autosome	Autosome	ENST00000248958
SDF4	-4.10582229	-0.42233519	-1.3981893	Autosome	Autosome	ENST00000360001
SDHA	-5.94965874	-2.02138327	-3.28165583	Autosome	Autosome	ENST00000264932
SDHAF1	-6.20691778	-0.35434836	-1.38422035	Autosome	Autosome	ENST00000378887
SDHAF2	-6.22862576	-2.50649501	-4.46772813	Autosome	Autosome	ENST00000301761
SDHB	-5.9425179	-1.65162984	-2.25109214	Autosome	Autosome	ENST00000375499
SDHC	-6.14393046	-1.93545665	-3.28739448	Autosome	Autosome	ENST00000367975
SDHD	-1.62826188	-0.07132057	-0.74819836	Autosome	Autosome	ENST00000375549
SDK1	-1.73058139	-1.23785233	-1.46879993	Autosome	Autosome	ENST00000404826
SDK2	-1.62887539	-1.11202938	-1.37464426	Autosome	Autosome	ENST00000392650
SDPR	-5.96806526	-1.38454286	-2.09338842	Autosome	Autosome	ENST00000304141
SDR16C5	-1.68873856	-0.06761105	-0.7742903	Autosome	Autosome	ENST00000303749
SDR39U1	-6.11681546	-1.9818806	-2.81126212	Autosome	Autosome	ENST00000399395
SDR9C7	-5.83858344	-0.97223624	-1.69806956	Autosome	Autosome	ENST00000293502
SDS	-6.10696947	-1.68287805	-2.4815713	Autosome	Autosome	ENST00000257549
SDSL	-6.17590954	-2.31348968	-3.1365155	Autosome	Autosome	ENST00000403593
SEC11A	-2.19232003	-0.5108129	-1.29793349	Autosome	Autosome	ENST00000268220
SEC11C	-3.35462266	-0.00299406	-0.84419862	Autosome	Autosome	ENST00000587834
SEC13	-2.68285981	-0.85245366	-1.52785742	Autosome	Autosome	ENST00000350697
SEC14L1	-1.7403575	-0.85552604	-1.30320381	Autosome	Autosome	ENST00000392476
SEC14L2	-4.69211824	-1.19449124	-1.77118259	Autosome	Autosome	ENST00000312932
SEC14L3	-6.06138785	-2.09925557	-3.15694343	Autosome	Autosome	ENST00000215812
SEC14L4	-6.0751473	-2.18745421	-3.05407007	Autosome	Autosome	ENST00000255858
